,Gene,Ensembl,gene,pvalue,padj
4851,RAB14,ENSG00000119396,ENSG00000119396,0.199947109011,0.298393956868
11836,DOLPP1,ENSG00000167130,ENSG00000167130,0.200125149164,0.298634037034
10322,CACFD1,ENSG00000160325,ENSG00000160325,0.200215350399,0.298717387443
5384,OBSL1,ENSG00000124006,ENSG00000124006,0.20021361281,0.298717387443
17437,SMIM11A,ENSG00000205670,ENSG00000205670,0.200286864045,0.298798456266
421,NDUFS1,ENSG00000023228,ENSG00000023228,0.200507496865,0.299098114013
17708,ZNF788,ENSG00000214189,ENSG00000214189,0.200522115874,0.299098114013
4215,UBE3A,ENSG00000114062,ENSG00000114062,0.200556221211,0.299123336017
2623,JADE3,ENSG00000102221,ENSG00000102221,0.200617034586,0.299179024598
9356,CCDC74B,ENSG00000152076,ENSG00000152076,0.20062795757,0.299179024598
2646,DRP2,ENSG00000102385,ENSG00000102385,0.200669236686,0.299214929895
10296,RRP1,ENSG00000160214,ENSG00000160214,0.200773203379,0.299344293544
13491,C3orf33,ENSG00000174928,ENSG00000174928,0.201042482932,0.299720088327
16966,DCAF12L1,ENSG00000198889,ENSG00000198889,0.201075435363,0.299734152109
7788,NOVA1,ENSG00000139910,ENSG00000139910,0.201086378563,0.299734152109
3421,TLX1,ENSG00000107807,ENSG00000107807,0.201297223974,0.300022723933
15251,MIXL1,ENSG00000185155,ENSG00000185155,0.201345359762,0.300068757116
9981,SLC38A10,ENSG00000157637,ENSG00000157637,0.201402055895,0.300127538962
11788,MS4A7,ENSG00000166927,ENSG00000166927,0.201440542966,0.300133468514
17874,LINGO3,ENSG00000220008,ENSG00000220008,0.201425971917,0.300133468514
3819,TRPV4,ENSG00000111199,ENSG00000111199,0.201730522261,0.300514039113
14611,WRB,ENSG00000182093,ENSG00000182093,0.201727778791,0.300514039113
8496,PTPRG,ENSG00000144724,ENSG00000144724,0.201922073249,0.300773631115
15915,C3orf62,ENSG00000188315,ENSG00000188315,0.201960581571,0.300805233019
5303,EBPL,ENSG00000123179,ENSG00000123179,0.202009157203,0.300826067078
15587,PRR5,ENSG00000186654,ENSG00000186654,0.202001669305,0.300826067078
8208,PROK1,ENSG00000143125,ENSG00000143125,0.202054388205,0.300867666737
4340,SLC30A3,ENSG00000115194,ENSG00000115194,0.202143651352,0.300962067306
973,ISOC1,ENSG00000066583,ENSG00000066583,0.202152388296,0.300962067306
7780,GRTP1,ENSG00000139835,ENSG00000139835,0.202171400473,0.300964613712
8773,AGBL3,ENSG00000146856,ENSG00000146856,0.202188921839,0.300964940561
11266,CSMD3,ENSG00000164796,ENSG00000164796,0.202228776274,0.300998508024
9900,MPV17L,ENSG00000156968,ENSG00000156968,0.202288318637,0.301061370866
8785,RAB19,ENSG00000146955,ENSG00000146955,0.20247785017,0.3013176665
4802,OLFM3,ENSG00000118733,ENSG00000118733,0.202500998423,0.301326335976
15270,PRPF39,ENSG00000185246,ENSG00000185246,0.20253917522,0.301357364892
1760,PDRG1,ENSG00000088356,ENSG00000088356,0.202602175282,0.301399541524
7539,ADAMTS14,ENSG00000138316,ENSG00000138316,0.20258693783,0.301399541524
3135,UPK1A,ENSG00000105668,ENSG00000105668,0.202702575417,0.301523114364
11445,NOXRED1,ENSG00000165555,ENSG00000165555,0.20288312454,0.301765878698
18190,CCDC188,ENSG00000234409,ENSG00000234409,0.202948104491,0.301810915415
14114,GRINA,ENSG00000178719,ENSG00000178719,0.202946590315,0.301810915415
13088,SMPDL3A,ENSG00000172594,ENSG00000172594,0.202972248685,0.301821017771
423,ERP44,ENSG00000023318,ENSG00000023318,0.203116583043,0.302009826654
15595,CCDC73,ENSG00000186714,ENSG00000186714,0.203182819459,0.302082490982
9139,TM7SF2,ENSG00000149809,ENSG00000149809,0.203224881446,0.302119204577
4353,REEP6,ENSG00000115255,ENSG00000115255,0.20325107484,0.302132323264
14225,TMEM31,ENSG00000179363,ENSG00000179363,0.203528289056,0.302518549784
6732,MRPS36,ENSG00000134056,ENSG00000134056,0.20365502935,0.30268106934
15711,NPSR1,ENSG00000187258,ENSG00000187258,0.203713154051,0.302741590322
4701,RSRP1,ENSG00000117616,ENSG00000117616,0.203758647493,0.302774393112
13455,LARP7,ENSG00000174720,ENSG00000174720,0.203770038526,0.302774393112
12022,TMEM68,ENSG00000167904,ENSG00000167904,0.203801712644,0.302795592027
6683,SFTPD,ENSG00000133661,ENSG00000133661,0.203891797228,0.302877695371
11198,HIST1H2AA,ENSG00000164508,ENSG00000164508,0.203889748405,0.302877695371
10849,RNF25,ENSG00000163481,ENSG00000163481,0.203967632595,0.302964475194
6306,BPIFA2,ENSG00000131050,ENSG00000131050,0.204071205676,0.303092437051
14087,KLHL11,ENSG00000178502,ENSG00000178502,0.204090174583,0.303094731228
14041,PARD6G,ENSG00000178184,ENSG00000178184,0.204139445714,0.303116146667
6385,ANO1,ENSG00000131620,ENSG00000131620,0.204130482164,0.303116146667
10086,CPA5,ENSG00000158525,ENSG00000158525,0.204280724738,0.303300034724
8665,FAM217A,ENSG00000145975,ENSG00000145975,0.204463807038,0.303545952329
17622,TTLL13P,ENSG00000213471,ENSG00000213471,0.204499658053,0.303573267779
14136,EFCAB13,ENSG00000178852,ENSG00000178852,0.204544245449,0.303587640749
11132,SPINK1,ENSG00000164266,ENSG00000164266,0.204538829055,0.303587640749
16650,NRAP,ENSG00000197893,ENSG00000197893,0.204605803596,0.303653097308
10490,ZNF653,ENSG00000161914,ENSG00000161914,0.205029633616,0.304256140313
5471,CRISP2,ENSG00000124490,ENSG00000124490,0.205085174153,0.304312599539
14302,ZNF784,ENSG00000179922,ENSG00000179922,0.205185591067,0.304435632601
6313,ACSS2,ENSG00000131069,ENSG00000131069,0.205224537612,0.304467448337
14791,MTA1,ENSG00000182979,ENSG00000182979,0.205249356541,0.304478300958
15723,CHP1,ENSG00000187446,ENSG00000187446,0.205332750753,0.304576038147
10090,ZFAND2B,ENSG00000158552,ENSG00000158552,0.20540792762,0.304635595613
7253,ZFP37,ENSG00000136866,ENSG00000136866,0.205395958454,0.304635595613
3953,MTRF1L,ENSG00000112031,ENSG00000112031,0.205611110617,0.304884943244
17098,INPP5B,ENSG00000204084,ENSG00000204084,0.205602681814,0.304884943244
16002,FSIP2,ENSG00000188738,ENSG00000188738,0.205630141762,0.304887173198
2909,PYCRL,ENSG00000104524,ENSG00000104524,0.205655114065,0.304898210957
10513,HS3ST6,ENSG00000162040,ENSG00000162040,0.205737174362,0.304993876601
1623,APOB,ENSG00000084674,ENSG00000084674,0.205994778942,0.305349738364
6857,DSG1,ENSG00000134760,ENSG00000134760,0.206104435175,0.305486251693
11939,LAIR2,ENSG00000167618,ENSG00000167618,0.206161271397,0.305544459058
4685,ABCD3,ENSG00000117528,ENSG00000117528,0.206231634816,0.305622702984
9105,CHEK1,ENSG00000149554,ENSG00000149554,0.206271624906,0.305633611172
2723,NME3,ENSG00000103024,ENSG00000103024,0.206274135968,0.305633611172
17606,GSTM2,ENSG00000213366,ENSG00000213366,0.206470082577,0.305897886588
9923,C8A,ENSG00000157131,ENSG00000157131,0.206507003654,0.305926531133
10200,C1R,ENSG00000159403,ENSG00000159403,0.206713794825,0.306206800731
16668,AADACL2,ENSG00000197953,ENSG00000197953,0.206737822753,0.306216316995
3886,GNB3,ENSG00000111664,ENSG00000111664,0.206917888459,0.30645693229
5082,AKAP1,ENSG00000121057,ENSG00000121057,0.207055344964,0.306634405385
5779,TIMM17B,ENSG00000126768,ENSG00000126768,0.207212332911,0.306840770493
6429,RHPN2,ENSG00000131941,ENSG00000131941,0.207340663051,0.306995720249
12081,KIAA1586,ENSG00000168116,ENSG00000168116,0.207352268882,0.306995720249
16684,NOL8,ENSG00000198000,ENSG00000198000,0.207371826827,0.306998547034
15976,GOLGA8M,ENSG00000188626,ENSG00000188626,0.207395581085,0.30700758514
13649,SFN,ENSG00000175793,ENSG00000175793,0.207451800663,0.307064676016
12792,ESCO2,ENSG00000171320,ENSG00000171320,0.207476948094,0.307075768918
10617,ADGRL4,ENSG00000162618,ENSG00000162618,0.207547669391,0.307154305689
18203,C11orf94,ENSG00000234776,ENSG00000234776,0.207850749096,0.307576672098
8184,TINAGL1,ENSG00000142910,ENSG00000142910,0.207961109832,0.307695891145
5019,LYZL1,ENSG00000120563,ENSG00000120563,0.207966691129,0.307695891145
3090,CCDC114,ENSG00000105479,ENSG00000105479,0.208057844996,0.307752229056
13504,ZIC4,ENSG00000174963,ENSG00000174963,0.208031475978,0.307752229056
1291,WNT8B,ENSG00000075290,ENSG00000075290,0.208040978513,0.307752229056
8493,IQSEC1,ENSG00000144711,ENSG00000144711,0.208175873135,0.307900630319
6833,USP26,ENSG00000134588,ENSG00000134588,0.208195850745,0.307903997935
18150,PRAMEF6,ENSG00000232423,ENSG00000232423,0.208260493503,0.307973415326
14336,MED14,ENSG00000180182,ENSG00000180182,0.208383692003,0.308129405167
11957,TMIGD2,ENSG00000167664,ENSG00000167664,0.208548433153,0.308344004121
513,FAM136A,ENSG00000035141,ENSG00000035141,0.20856427436,0.308344004121
11619,ZNF202,ENSG00000166261,ENSG00000166261,0.208585087137,0.308348567243
4836,PIGZ,ENSG00000119227,ENSG00000119227,0.208623749675,0.308379514412
9162,PCDH15,ENSG00000150275,ENSG00000150275,0.208808814229,0.308626843701
4784,ARG1,ENSG00000118520,ENSG00000118520,0.209084632967,0.309008257473
4559,KIAA2013,ENSG00000116685,ENSG00000116685,0.209117709143,0.309030885273
12545,MRAP,ENSG00000170262,ENSG00000170262,0.209170782661,0.309083058476
2413,HNF4A,ENSG00000101076,ENSG00000101076,0.209262891751,0.309188604484
17018,COX20,ENSG00000203667,ENSG00000203667,0.209277759655,0.309188604484
10550,CMPK1,ENSG00000162368,ENSG00000162368,0.209335056764,0.30919447333
7488,LHCGR,ENSG00000138039,ENSG00000138039,0.209317385034,0.30919447333
3016,AURKC,ENSG00000105146,ENSG00000105146,0.209308074119,0.30919447333
3384,EXOSC3,ENSG00000107371,ENSG00000107371,0.20944443513,0.309329763041
14414,CLRN3,ENSG00000180745,ENSG00000180745,0.209500782822,0.309372131448
16525,SHPK,ENSG00000197417,ENSG00000197417,0.209508692639,0.309372131448
8567,ENOPH1,ENSG00000145293,ENSG00000145293,0.209547949628,0.309403835309
4879,VSX2,ENSG00000119614,ENSG00000119614,0.209606421842,0.309463903238
2627,BRS3,ENSG00000102239,ENSG00000102239,0.2097087113,0.309563455848
17412,ATP6AP1L,ENSG00000205464,ENSG00000205464,0.209709443157,0.309563455848
17509,TSSK2,ENSG00000206203,ENSG00000206203,0.209963127421,0.309885338663
9632,GBP5,ENSG00000154451,ENSG00000154451,0.209961533786,0.309885338663
7416,C11orf1,ENSG00000137720,ENSG00000137720,0.210073677991,0.310019315911
9755,ALS2CR12,ENSG00000155749,ENSG00000155749,0.210089548489,0.310019315911
13590,LPL,ENSG00000175445,ENSG00000175445,0.210154488891,0.310088839958
3805,MYF6,ENSG00000111046,ENSG00000111046,0.210185225413,0.310107887707
6397,IL13RA1,ENSG00000131724,ENSG00000131724,0.210302770536,0.310254999022
13416,ZCCHC12,ENSG00000174460,ENSG00000174460,0.210378169925,0.310313598393
16845,CCDC69,ENSG00000198624,ENSG00000198624,0.210361366431,0.310313598393
17273,AKT1S1,ENSG00000204673,ENSG00000204673,0.210400386902,0.310320055126
3048,CACTIN,ENSG00000105298,ENSG00000105298,0.21059512196,0.31058093654
16565,HOXA4,ENSG00000197576,ENSG00000197576,0.210621409869,0.310593372726
2353,MTHFD1,ENSG00000100714,ENSG00000100714,0.210711415941,0.31069976098
14028,BOLA1,ENSG00000178096,ENSG00000178096,0.210735899397,0.310709524497
15876,OR2AG2,ENSG00000188124,ENSG00000188124,0.21090851672,0.310937676782
519,STAP1,ENSG00000035720,ENSG00000035720,0.210951154219,0.310974180308
5713,KDM5C,ENSG00000126012,ENSG00000126012,0.211186109962,0.311294160053
16301,FAM72A,ENSG00000196550,ENSG00000196550,0.211267521577,0.311366627595
8639,CXCL14,ENSG00000145824,ENSG00000145824,0.211271072464,0.311366627595
11478,SNAPC4,ENSG00000165684,ENSG00000165684,0.211352827753,0.311460728462
11379,ZNF367,ENSG00000165244,ENSG00000165244,0.211592739957,0.311787862054
14197,FUCA1,ENSG00000179163,ENSG00000179163,0.211665639456,0.31186886315
5000,TNFSF18,ENSG00000120337,ENSG00000120337,0.211758449939,0.311979184949
17385,NT5M,ENSG00000205309,ENSG00000205309,0.211777347309,0.31198060268
8602,MYO10,ENSG00000145555,ENSG00000145555,0.211883582186,0.312110670854
3550,HSD17B1,ENSG00000108786,ENSG00000108786,0.211909191412,0.312121963133
16940,DUSP27,ENSG00000198842,ENSG00000198842,0.212002518398,0.312232986838
14925,PRR32,ENSG00000183631,ENSG00000183631,0.212097487742,0.312346410368
1947,RNF31,ENSG00000092098,ENSG00000092098,0.21219042183,0.312456817721
471,BCLAF1,ENSG00000029363,ENSG00000029363,0.212372219847,0.31269805013
16476,C1D,ENSG00000197223,ENSG00000197223,0.212461430727,0.312776454595
10517,AMDHD2,ENSG00000162066,ENSG00000162066,0.212448317284,0.312776454595
18006,PIGBOS1,ENSG00000225973,ENSG00000225973,0.212519891543,0.31283604243
9299,ZNF827,ENSG00000151612,ENSG00000151612,0.212687228838,0.313055876259
9514,ADGRF1,ENSG00000153292,ENSG00000153292,0.212736098062,0.31310131363
9566,HS2ST1,ENSG00000153936,ENSG00000153936,0.212920544833,0.313346267121
3546,DHX58,ENSG00000108771,ENSG00000108771,0.213017937531,0.313436560933
2770,STUB1,ENSG00000103266,ENSG00000103266,0.213014319724,0.313436560933
8200,ZNF697,ENSG00000143067,ENSG00000143067,0.213130780274,0.313568968755
1729,TXNDC16,ENSG00000087301,ENSG00000087301,0.213143977382,0.313568968755
4096,HSPA9,ENSG00000113013,ENSG00000113013,0.213263388474,0.3137159092
18285,FAM231A,ENSG00000237847,ENSG00000237847,0.213279927692,0.3137159092
7846,ETFA,ENSG00000140374,ENSG00000140374,0.213511313314,0.314029702806
14047,PLEC,ENSG00000178209,ENSG00000178209,0.213566541462,0.314084375105
10665,LRRC52,ENSG00000162763,ENSG00000162763,0.213628963204,0.314149616614
10537,STX5,ENSG00000162236,ENSG00000162236,0.21365642993,0.314163448743
3999,COL9A1,ENSG00000112280,ENSG00000112280,0.213680255296,0.314171924679
16662,ZNF311,ENSG00000197935,ENSG00000197935,0.213910907638,0.314484469097
2044,TMEM14A,ENSG00000096092,ENSG00000096092,0.2140129721,0.314607931183
11431,LRR1,ENSG00000165501,ENSG00000165501,0.214129011025,0.314751913705
9873,GLYATL2,ENSG00000156689,ENSG00000156689,0.214248268818,0.314900602964
16924,CD247,ENSG00000198821,ENSG00000198821,0.214414670626,0.315118553188
9858,TYSND1,ENSG00000156521,ENSG00000156521,0.214568221273,0.31529094518
4714,CENPF,ENSG00000117724,ENSG00000117724,0.214567830971,0.31529094518
13757,ZNF575,ENSG00000176472,ENSG00000176472,0.214743686873,0.315522124601
16644,NKIRAS1,ENSG00000197885,ENSG00000197885,0.214781175342,0.315550552793
17786,ACSM4,ENSG00000215009,ENSG00000215009,0.214897698308,0.315695081672
12763,OPRPN,ENSG00000171199,ENSG00000171199,0.215070652418,0.315922479211
8158,MYOM3,ENSG00000142661,ENSG00000142661,0.215122229575,0.315971559863
17417,C2CD4B,ENSG00000205502,ENSG00000205502,0.215199999253,0.316059100557
16493,BLM,ENSG00000197299,ENSG00000197299,0.215258479143,0.316118298411
15566,CYP4F3,ENSG00000186529,ENSG00000186529,0.215296557602,0.316147528236
5647,GZF1,ENSG00000125812,ENSG00000125812,0.215395039643,0.316265443959
7885,DET1,ENSG00000140543,ENSG00000140543,0.215448283165,0.316316921477
6158,GDF1,ENSG00000130283,ENSG00000130283,0.215634694448,0.316537173833
3840,CDKN1B,ENSG00000111276,ENSG00000111276,0.215619101261,0.316537173833
3000,ASF1B,ENSG00000105011,ENSG00000105011,0.21572216269,0.316638850729
3902,SUDS3,ENSG00000111707,ENSG00000111707,0.21576961251,0.316655237445
14693,XKRX,ENSG00000182489,ENSG00000182489,0.215769734374,0.316655237445
3120,LENG1,ENSG00000105617,ENSG00000105617,0.215895407877,0.316812942468
3655,CLNK,ENSG00000109684,ENSG00000109684,0.215941018103,0.316853142969
9175,SAP18,ENSG00000150459,ENSG00000150459,0.21598712351,0.316894063213
3218,TSPAN12,ENSG00000106025,ENSG00000106025,0.21617438803,0.317142066272
6515,GUCY2D,ENSG00000132518,ENSG00000132518,0.216413720751,0.317439638458
12235,ZBTB49,ENSG00000168826,ENSG00000168826,0.216402289339,0.317439638458
2004,NXPE1,ENSG00000095110,ENSG00000095110,0.216522028002,0.317571726568
13932,IRX3,ENSG00000177508,ENSG00000177508,0.216575053019,0.317622717079
10420,LRWD1,ENSG00000161036,ENSG00000161036,0.216607174657,0.317643045285
9236,OXSM,ENSG00000151093,ENSG00000151093,0.216735648852,0.317804654116
9091,FADS1,ENSG00000149485,ENSG00000149485,0.216780991462,0.317844348153
10885,EFHB,ENSG00000163576,ENSG00000163576,0.216835932688,0.317898107805
1266,IPCEF1,ENSG00000074706,ENSG00000074706,0.216956495446,0.318048056487
16119,FHIT,ENSG00000189283,ENSG00000189283,0.217067213182,0.318183548774
13873,ULK1,ENSG00000177169,ENSG00000177169,0.217248014645,0.318421740374
9284,SLC25A31,ENSG00000151475,ENSG00000151475,0.217276570073,0.318436762694
7267,GARNL3,ENSG00000136895,ENSG00000136895,0.217327668824,0.318469269536
7310,CD72,ENSG00000137101,ENSG00000137101,0.217335366408,0.318469269536
15699,DAZ3,ENSG00000187191,ENSG00000187191,0.217476186613,0.318648775786
1538,PCDHA6,ENSG00000081842,ENSG00000081842,0.21749999981,0.318656826134
8144,SLC2A5,ENSG00000142583,ENSG00000142583,0.217557503818,0.318714231002
16839,ZNF536,ENSG00000198597,ENSG00000198597,0.217709368574,0.318882996493
17282,OR2J2,ENSG00000204700,ENSG00000204700,0.217694791119,0.318882996493
5913,TUBGCP6,ENSG00000128159,ENSG00000128159,0.218092129042,0.319416736944
12169,GBX2,ENSG00000168505,ENSG00000168505,0.218311708812,0.31971141394
8581,FABP2,ENSG00000145384,ENSG00000145384,0.218547376566,0.320029599745
10547,CYP4A22,ENSG00000162365,ENSG00000162365,0.218617910053,0.320105938163
7581,SPPL2A,ENSG00000138600,ENSG00000138600,0.218671046692,0.320156792965
25,WNT16,ENSG00000002745,ENSG00000002745,0.218735968946,0.320224893101
8554,DGKQ,ENSG00000145214,ENSG00000145214,0.21879147751,0.320279201489
16898,MT-ND2,ENSG00000198763,ENSG00000198763,0.218935763553,0.32046344724
7051,NTPCR,ENSG00000135778,ENSG00000135778,0.219124670724,0.320707022957
12912,ZNF570,ENSG00000171827,ENSG00000171827,0.219139044258,0.320707022957
11767,MYO1A,ENSG00000166866,ENSG00000166866,0.219184006385,0.320745839241
893,FAR2,ENSG00000064763,ENSG00000064763,0.219336264156,0.3209416483
5250,SPINK4,ENSG00000122711,ENSG00000122711,0.219387767715,0.320990009201
443,NR1H3,ENSG00000025434,ENSG00000025434,0.219498107439,0.321070432131
17855,CCDC7,ENSG00000216937,ENSG00000216937,0.219464446494,0.321070432131
590,DCUN1D1,ENSG00000043093,ENSG00000043093,0.219485387755,0.321070432131
15068,TSSC4,ENSG00000184281,ENSG00000184281,0.219519047923,0.321074063619
17803,FAM166B,ENSG00000215187,ENSG00000215187,0.219580575339,0.32113705297
14975,NPIPA5,ENSG00000183793,ENSG00000183793,0.219856501732,0.321513564324
7028,KCNMB4,ENSG00000135643,ENSG00000135643,0.219923049356,0.321529790178
13758,WDR25,ENSG00000176473,ENSG00000176473,0.219892437449,0.321529790178
13277,CCR9,ENSG00000173585,ENSG00000173585,0.219906421216,0.321529790178
15374,YTHDF3,ENSG00000185728,ENSG00000185728,0.219975963305,0.321580122841
1910,ABCC6,ENSG00000091262,ENSG00000091262,0.220126337853,0.32174587404
1220,PDE8A,ENSG00000073417,ENSG00000073417,0.220117582659,0.32174587404
13009,ZNF131,ENSG00000172262,ENSG00000172262,0.220161471538,0.321770189666
9811,C8orf37,ENSG00000156172,ENSG00000156172,0.220211131162,0.321788695107
10023,TRIM63,ENSG00000158022,ENSG00000158022,0.220208266385,0.321788695107
15497,SOWAHB,ENSG00000186212,ENSG00000186212,0.220525830667,0.322221488825
11177,LEAP2,ENSG00000164406,ENSG00000164406,0.220554528437,0.322236353281
16853,TAT,ENSG00000198650,ENSG00000198650,0.220636012632,0.322328331211
7319,CNPY3,ENSG00000137161,ENSG00000137161,0.220735658803,0.322446824393
14874,OVCH2,ENSG00000183378,ENSG00000183378,0.220919022444,0.322672571823
14511,WASHC1,ENSG00000181404,ENSG00000181404,0.220927296948,0.322672571823
3306,TMEM248,ENSG00000106609,ENSG00000106609,0.220949511807,0.32267792443
14856,TISP43,ENSG00000183292,ENSG00000183292,0.220999843502,0.322724334932
6351,HACL1,ENSG00000131373,ENSG00000131373,0.221155718978,0.32292484946
2407,UQCC1,ENSG00000101019,ENSG00000101019,0.221302601227,0.323112199794
2740,CMC2,ENSG00000103121,ENSG00000103121,0.221339826141,0.323139427253
7312,GRHPR,ENSG00000137106,ENSG00000137106,0.221476177873,0.323299456293
9942,CLEC18A,ENSG00000157322,ENSG00000157322,0.221486612282,0.323299456293
292,SYT7,ENSG00000011347,ENSG00000011347,0.221507322545,0.323302557113
7599,ZGRF1,ENSG00000138658,ENSG00000138658,0.221627506418,0.323369440877
7362,TAF8,ENSG00000137413,ENSG00000137413,0.221612448233,0.323369440877
4596,ADPRHL2,ENSG00000116863,ENSG00000116863,0.221583924837,0.323369440877
13987,ZNF518A,ENSG00000177853,ENSG00000177853,0.221614117735,0.323369440877
11771,NAB2,ENSG00000166886,ENSG00000166886,0.221648920474,0.323373561322
13767,USF3,ENSG00000176542,ENSG00000176542,0.221701282432,0.323422828573
11966,GLOD4,ENSG00000167699,ENSG00000167699,0.221756183224,0.323475790958
12466,AHSP,ENSG00000169877,ENSG00000169877,0.221838478696,0.323568701738
13727,OR4F21,ENSG00000176269,ENSG00000176269,0.221857490823,0.323569300987
6475,PER2,ENSG00000132326,ENSG00000132326,0.222048324028,0.323820472541
16358,S100A2,ENSG00000196754,ENSG00000196754,0.222136406722,0.32392177005
8876,LACTB2,ENSG00000147592,ENSG00000147592,0.222253371863,0.324065163752
13893,GJD4,ENSG00000177291,ENSG00000177291,0.222388114644,0.324234452622
12347,MRPL1,ENSG00000169288,ENSG00000169288,0.222443997725,0.324288747941
8111,CBLC,ENSG00000142273,ENSG00000142273,0.222542837728,0.324405653421
5964,MKLN1,ENSG00000128585,ENSG00000128585,0.222592535484,0.324450909565
14185,HTR1F,ENSG00000179097,ENSG00000179097,0.222676668922,0.324546347372
17191,MSH5,ENSG00000204410,ENSG00000204410,0.222736130852,0.324605814023
9146,HIRIP3,ENSG00000149929,ENSG00000149929,0.222850204312,0.324744852476
13712,LRRTM4,ENSG00000176204,ENSG00000176204,0.222916437495,0.32480916674
15316,C19orf68,ENSG00000185453,ENSG00000185453,0.222931683915,0.32480916674
676,SLC4A8,ENSG00000050438,ENSG00000050438,0.223002770025,0.324885526347
8966,INPP5E,ENSG00000148384,ENSG00000148384,0.223040563604,0.324913374415
9752,OTOA,ENSG00000155719,ENSG00000155719,0.223172854019,0.325078864148
10304,ZNF66,ENSG00000160229,ENSG00000160229,0.223192158485,0.32507976194
10148,PAXBP1,ENSG00000159086,ENSG00000159086,0.223263386305,0.325156279703
13569,CST6,ENSG00000175315,ENSG00000175315,0.223324606206,0.325218210545
6578,AP3B1,ENSG00000132842,ENSG00000132842,0.223642069246,0.325653255862
15879,NUTM2G,ENSG00000188152,ENSG00000188152,0.223689882126,0.325695613927
3897,LPCAT3,ENSG00000111684,ENSG00000111684,0.22377770261,0.325768946096
11670,RPL27A,ENSG00000166441,ENSG00000166441,0.223775636381,0.325768946096
12641,ARMC10,ENSG00000170632,ENSG00000170632,0.223811574603,0.325790990813
13321,KCNH6,ENSG00000173826,ENSG00000173826,0.223830353749,0.325791063799
17945,RP11-211G3.2,ENSG00000223401,ENSG00000223401,0.224052125086,0.326086572613
17710,LINC00998,ENSG00000214194,ENSG00000214194,0.224206155032,0.326283449074
2836,HOMER2,ENSG00000103942,ENSG00000103942,0.224275343449,0.326356834474
13744,DMRTA1,ENSG00000176399,ENSG00000176399,0.224401188387,0.326512645086
1028,PLEKHH3,ENSG00000068137,ENSG00000068137,0.224446798771,0.326551694933
10075,CD1D,ENSG00000158473,ENSG00000158473,0.224525990589,0.326639592397
15633,RTN4RL2,ENSG00000186907,ENSG00000186907,0.22457182855,0.326678956149
3485,RNF43,ENSG00000108375,ENSG00000108375,0.224722315369,0.326870530633
718,LY75,ENSG00000054219,ENSG00000054219,0.224895401329,0.327094941983
12134,SCN11A,ENSG00000168356,ENSG00000168356,0.225126321012,0.327403423962
11172,CSF2,ENSG00000164400,ENSG00000164400,0.225257122783,0.32756626407
8017,ASGR1,ENSG00000141505,ENSG00000141505,0.225314194588,0.327621868667
8030,TBCD,ENSG00000141556,ENSG00000141556,0.225408709234,0.327731903805
2790,USP31,ENSG00000103404,ENSG00000103404,0.225478292622,0.327805674899
9433,NADK2,ENSG00000152620,ENSG00000152620,0.225540956644,0.327869374964
3966,IL17A,ENSG00000112115,ENSG00000112115,0.225691234196,0.328060417719
7475,CLCA2,ENSG00000137975,ENSG00000137975,0.225803866948,0.328196713365
14670,PRAMEF8,ENSG00000182330,ENSG00000182330,0.22628047611,0.328779559133
15510,PPP1CC,ENSG00000186298,ENSG00000186298,0.226262590461,0.328779559133
12350,PGM2,ENSG00000169299,ENSG00000169299,0.226224156766,0.328779559133
5075,PRAMEF2,ENSG00000120952,ENSG00000120952,0.22624269503,0.328779559133
14240,C14orf28,ENSG00000179476,ENSG00000179476,0.226326273889,0.328791175405
11103,PRMT9,ENSG00000164169,ENSG00000164169,0.226310563427,0.328791175405
10229,LRRC36,ENSG00000159708,ENSG00000159708,0.226382415162,0.328845270291
15074,ZDHHC23,ENSG00000184307,ENSG00000184307,0.2264856567,0.328967768728
10403,MUM1,ENSG00000160953,ENSG00000160953,0.226513541473,0.328980801029
3097,CABP5,ENSG00000105507,ENSG00000105507,0.226551664833,0.329008700098
11199,IL31RA,ENSG00000164509,ENSG00000164509,0.226572962271,0.329012161175
9834,ANKRD9,ENSG00000156381,ENSG00000156381,0.226630255308,0.329067887403
14192,CYP11B2,ENSG00000179142,ENSG00000179142,0.22665636787,0.329078333954
570,PSMA4,ENSG00000041357,ENSG00000041357,0.226694870143,0.32910676566
7779,RAB20,ENSG00000139832,ENSG00000139832,0.226901238528,0.329378873754
3121,PRPF31,ENSG00000105618,ENSG00000105618,0.22694958942,0.329421571091
1755,ASAP3,ENSG00000088280,ENSG00000088280,0.227014912002,0.329488893973
7925,NUDT7,ENSG00000140876,ENSG00000140876,0.227363589135,0.32996743142
8938,OR5C1,ENSG00000148215,ENSG00000148215,0.227468679813,0.330092407219
11765,CACNG2,ENSG00000166862,ENSG00000166862,0.227628575139,0.330296885597
4048,GUCA1B,ENSG00000112599,ENSG00000112599,0.227750002621,0.330445516356
6116,TNNI3,ENSG00000129991,ENSG00000129991,0.227815030681,0.33048473511
13412,STARD6,ENSG00000174448,ENSG00000174448,0.227804743226,0.33048473511
11551,HACD1,ENSG00000165996,ENSG00000165996,0.227890122151,0.330566100302
9110,SCN2B,ENSG00000149575,ENSG00000149575,0.228202958772,0.330983637788
11712,CFAP52,ENSG00000166596,ENSG00000166596,0.228216024813,0.330983637788
13852,IFNW1,ENSG00000177047,ENSG00000177047,0.228262422426,0.331023329562
8994,HERC4,ENSG00000148634,ENSG00000148634,0.228291651146,0.331038118679
