"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS"	44	-11.719	1	1	11.719	5.418e-08	9.1613e-07	17.49	0.00023393	0.0025595	10	7.0718	0.25297	0.70141	34	16.061	3.1986e-07	7.4368e-06
"KEGG_OXIDATIVE_PHOSPHORYLATION"	105	-6.1266	0.99985	1	6.1266	0.00021577	0.0019111	11.208	0.97084	1	35	5.5472	0.97795	0.99999	70	9.8049	0.54669	0.83755
"KEGG_PURINE_METABOLISM"	146	0.74742	0.89872	1	-0.74719	0.12002	0.37206	21.869	0.031291	0.10778	73	16.067	0.27861	0.71079	73	14.861	0.0058931	0.032239
"KEGG_PYRIMIDINE_METABOLISM"	93	-5.1449	0.9993	1	5.1449	0.000996	0.0061752	15.455	0.26715	0.46009	41	7.7668	0.91437	0.99999	52	13.772	0.002549	0.016933
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM"	30	1.6422	0.55395	1	-1.5968	0.45894	0.98118	13.09	0.009855	0.048237	14	11.432	0.014462	0.11028	16	7.2302	0.090969	0.30764
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"	31	-14.19	1	1	14.19	2.115e-09	5.6198e-08	13.905	0.0044365	0.02427	4	1.5976	0.76367	0.9993	27	14.284	1.1383e-05	0.00017643
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM"	34	-0.65028	0.82835	1	2.8907	0.043223	0.1546	10.286	0.21825	0.42285	16	7.0876	0.45761	0.94247	18	7.4548	0.089651	0.30764
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION"	43	-14.976	1	1	14.976	3.3308e-11	1.5488e-09	17.144	0.0001806	0.0022395	4	7.0304	0.056853	0.26677	39	15.75	2.7467e-06	4.6444e-05
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS"	10	2.1941	0.32445	0.73864	-2.1944	0.68457	1	4.5873	0.5263	0.73603	5	5.0179	0.32833	0.77031	5	1.4696	0.73985	0.90691
"KEGG_LYSINE_DEGRADATION"	39	-8.6062	0.99998	1	8.6062	2.0151e-05	0.00023426	11.009	0.20354	0.40276	9	4.0765	0.67662	0.9993	30	10.319	0.01773	0.082446
"KEGG_ARGININE_AND_PROLINE_METABOLISM"	50	0.48015	0.77828	1	-0.48014	0.24546	0.64304	16.747	0.0018233	0.011363	26	11.984	0.10297	0.42826	24	11.699	0.00055431	0.0042959
"KEGG_HISTIDINE_METABOLISM"	27	-6.6342	0.99897	1	6.6342	0.0012027	0.0072161	11.601	0.033341	0.11275	10	4.3179	0.67966	0.9993	17	11.309	0.00016562	0.0015403
"KEGG_TYROSINE_METABOLISM"	37	-7.9864	0.99993	1	7.9864	7.9118e-05	0.00081755	14.48	0.0049639	0.025647	12	6.1895	0.47115	0.94247	25	13.327	3.6979e-05	0.00045854
"KEGG_PHENYLALANINE_METABOLISM"	15	-3.5277	0.96928	1	3.5277	0.035225	0.13371	7.8113	0.17129	0.35798	6	3.4699	0.6111	0.9993	9	7.2512	0.020246	0.089897
"KEGG_TRYPTOPHAN_METABOLISM"	37	-14.387	1	1	14.387	2.8393e-10	1.0562e-08	14.541	0.0045698	0.024285	6	2.0555	0.81151	0.99999	31	14.982	2.0333e-06	3.7818e-05
"KEGG_BETA_ALANINE_METABOLISM"	21	-12.707	1	1	12.707	8.1297e-08	1.2601e-06	12.936	0.0023661	0.014197	3	1.3995	0.75127	0.9993	18	13.401	1.1473e-06	2.371e-05
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM"	9	1.5955	0.436	0.88148	-1.5955	0.57604	1	5.9298	0.24501	0.44087	5	4.9583	0.33755	0.78192	4	3.3513	0.28037	0.66011
"KEGG_SELENOAMINO_ACID_METABOLISM"	25	-0.41148	0.80444	1	0.41148	0.2122	0.57461	7.0174	0.58429	0.77135	11	5.5574	0.54698	0.9993	14	4.4513	0.53125	0.8374
"KEGG_GLUTATHIONE_METABOLISM"	44	2.2008	0.52706	0.99597	-1.9135	0.45461	0.98118	11.215	0.25986	0.45265	23	9.062	0.364	0.80256	21	6.7505	0.24735	0.62172
"KEGG_STARCH_AND_SUCROSE_METABOLISM"	36	-7.5221	0.99972	1	7.5221	0.00032914	0.0025508	11.452	0.11567	0.27233	11	4.4839	0.71099	0.9993	25	10.768	0.0051036	0.029521
"KEGG_N_GLYCAN_BIOSYNTHESIS"	44	-1.6968	0.93715	1	1.6968	0.068025	0.23431	6.909	0.90582	0.98478	18	4.4829	0.8836	0.99999	26	5.2578	0.70417	0.89875
"KEGG_OTHER_GLYCAN_DEGRADATION"	15	3.0463	0.25982	0.65306	-3.0463	0.75102	1	6.0421	0.45368	0.68605	10	5.4664	0.49788	0.95907	5	2.7346	0.4749	0.80558
"KEGG_O_GLYCAN_BIOSYNTHESIS"	24	6.6812	0.037536	0.13689	-6.6812	0.96696	1	9.7564	0.12641	0.29028	17	9.4174	0.1656	0.5225	7	3.3894	0.45255	0.80558
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	42	-3.3128	0.98009	1	3.3512	0.023109	0.092222	10.335	0.36338	0.58827	17	5.8218	0.70401	0.9993	25	8.5944	0.083115	0.2973
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION"	19	1.9489	0.44138	0.88276	-1.9489	0.57643	1	6.1339	0.55025	0.75608	10	5.891	0.42864	0.91211	9	2.7028	0.69878	0.89875
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"	22	7.7225	0.010583	0.05624	-7.7225	0.99058	1	11.246	0.020313	0.080386	15	10.909	0.039995	0.21123	7	3.9677	0.33172	0.73612
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE"	14	2.5736	0.32564	0.73864	-2.5736	0.68816	1	5.5405	0.49569	0.71471	8	5.0144	0.48549	0.9507	6	2.6731	0.57344	0.85119
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	23	2.3509	0.41863	0.87389	-2.3492	0.6026	1	8.7648	0.2209	0.42358	11	7.7223	0.22193	0.64465	12	4.7408	0.362	0.73996
"KEGG_GLYCEROLIPID_METABOLISM"	37	-4.0745	0.99037	1	6.2221	0.00093435	0.0059928	15.473	0.0011941	0.0085426	16	9.4451	0.1372	0.48285	21	12.294	0.00010203	0.00099885
"KEGG_INOSITOL_PHOSPHATE_METABOLISM"	50	5.1514	0.16066	0.47433	-5.1514	0.85464	1	8.361	0.84291	0.98478	30	8.5907	0.64368	0.9993	20	2.6986	0.94414	0.99792
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS"	23	-0.60711	0.82281	1	0.60711	0.19133	0.5336	4.3435	0.8972	0.98478	12	2.0879	0.95261	0.99999	11	4.1	0.48671	0.80558
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	64	0.21778	0.82835	1	-0.21778	0.19221	0.5336	10.163	0.77185	0.95075	30	8.3207	0.68572	0.9993	34	6.1272	0.66442	0.89557
"KEGG_ETHER_LIPID_METABOLISM"	25	4.0281	0.19498	0.51808	-4.0281	0.81879	1	5.3252	0.8404	0.98478	16	5.414	0.72368	0.9993	9	1.6567	0.8669	0.98706
"KEGG_ARACHIDONIC_ACID_METABOLISM"	51	3.5611	0.35034	0.76664	-3.1845	0.62192	1	12.008	0.24744	0.44087	25	11.347	0.12105	0.45208	26	5.6918	0.61171	0.8773
"KEGG_LINOLEIC_ACID_METABOLISM"	24	-3.8152	0.97841	1	3.8152	0.023259	0.092222	7.8578	0.39569	0.63448	8	3.8792	0.67441	0.9993	16	6.8808	0.12713	0.40077
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM"	14	-0.00059637	0.6999	1	0.00059637	0.30909	0.76203	0.86962	0.98386	1	7	0.32371	0.95797	0.99999	7	0.90612	0.89207	0.99356
"KEGG_SPHINGOLIPID_METABOLISM"	35	3.2209	0.34843	0.76664	-3.2209	0.67275	1	8.7252	0.48882	0.71144	22	7.1691	0.63925	0.9993	13	4.9903	0.36531	0.73996
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES"	23	4.9269	0.11687	0.35636	-4.9269	0.89401	1	8.5668	0.24888	0.44087	15	7.6604	0.34457	0.78821	8	4.0363	0.36316	0.73996
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES"	13	6.9482	0.017619	0.081559	-6.9482	0.98462	1	10.039	0.014148	0.061512	9	10.147	0.020975	0.13236	4	2.8771	0.37517	0.75035
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES"	15	3.8506	0.17066	0.48836	-3.8506	0.83694	1	7.5319	0.2068	0.4049	10	6.6097	0.31731	0.75549	5	3.6982	0.27405	0.6535
"KEGG_PYRUVATE_METABOLISM"	37	-6.5789	0.99949	1	6.5789	0.00058665	0.0040413	12.529	0.046718	0.14483	13	5.4695	0.60748	0.9993	24	11.531	0.0007698	0.0057273
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM"	16	-3.9631	0.98171	1	3.9631	0.018625	0.084494	10.221	0.020147	0.080386	6	5.48	0.28354	0.71079	10	8.6835	0.0049339	0.029521
"KEGG_PROPANOATE_METABOLISM"	31	-9.2747	0.99999	1	9.2747	2.2103e-05	0.00024183	10.708	0.13121	0.29216	7	2.8863	0.75317	0.9993	24	10.611	0.0040027	0.024817
"KEGG_BUTANOATE_METABOLISM"	32	-12.816	1	1	12.816	3.4579e-08	6.7745e-07	18.287	1.162e-06	2.1613e-05	7	6.5834	0.20599	0.608	25	17.206	6.1441e-10	3.8094e-08
"KEGG_ONE_CARBON_POOL_BY_FOLATE"	17	-3.8883	0.97916	1	3.8883	0.023303	0.092222	13.016	0.00054548	0.0044113	6	8.2176	0.041269	0.21123	11	10.112	0.00045604	0.003688
"KEGG_RIBOFLAVIN_METABOLISM"	15	-1.9936	0.90037	1	1.9936	0.10959	0.35759	7.7035	0.1845	0.3813	7	4.1363	0.56972	0.9993	8	6.6793	0.037312	0.14789
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM"	21	-4.6718	0.98967	1	4.6718	0.010935	0.053522	10.086	0.063615	0.17928	9	3.7676	0.72076	0.9993	12	10.08	0.0004215	0.0035636
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS"	16	-5.4476	0.99603	1	5.4384	0.0040269	0.0214	12.829	0.00051187	0.0043276	5	6.5931	0.13244	0.47524	11	11.027	6.7696e-05	0.00069953
"KEGG_FOLATE_BIOSYNTHESIS"	8	-5.3201	0.99027	1	5.3201	0.011666	0.055637	4.0223	0.52003	0.73277	0	NA	NA	NA	8	4.0223	0.366	0.73996
"KEGG_RETINOL_METABOLISM"	50	-17.723	1	1	19.571	1.1102e-16	2.065e-14	20.243	2.8317e-06	4.7881e-05	6	5.8143	0.23747	0.679	44	19.432	1.41e-10	2.6226e-08
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM"	31	-7.2615	0.99971	1	7.2615	0.00040264	0.0028804	10.377	0.16715	0.3533	8	4.3619	0.59655	0.9993	23	9.4744	0.023711	0.10256
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS"	15	-7.6897	0.99973	1	7.6897	0.00035798	0.0026634	9.1413	0.057624	0.16747	4	1.4335	0.78454	0.99999	11	9.8103	0.00081147	0.0058051
"KEGG_LIMONENE_AND_PINENE_DEGRADATION"	9	-8.0604	0.99977	1	8.0604	0.00025851	0.0021856	6.7987	0.13742	0.30071	0	NA	NA	NA	9	6.7987	0.036481	0.14789
"KEGG_NITROGEN_METABOLISM"	21	4.1425	0.18778	0.50851	-4.1425	0.82587	1	13.72	0.00073063	0.0054359	13	11.489	0.016995	0.11519	8	7.5833	0.011519	0.057905
"KEGG_SULFUR_METABOLISM"	12	-2.6775	0.91876	1	2.6775	0.088698	0.2946	7.4745	0.13194	0.29216	5	4.1457	0.47076	0.94247	7	6.2827	0.044559	0.16914
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS"	40	-0.36477	0.84465	1	0.36477	0.17348	0.51567	3.2066	0.99837	1	21	1.8295	0.99445	0.99999	19	2.7293	0.91904	0.99792
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	55	-13.388	1	1	13.388	5.7587e-09	1.3389e-07	17.558	0.00070576	0.0054359	13	5.2171	0.64546	0.9993	42	17.19	6.0551e-08	1.8771e-06
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450"	57	-14.073	1	1	14.073	1.0235e-09	3.1729e-08	19.347	5.3946e-05	0.00077185	14	6.08	0.56547	0.9993	43	18.806	3.4314e-10	3.1912e-08
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES"	42	-12.613	1	1	12.613	3.6422e-08	6.7745e-07	15.32	0.003612	0.020995	11	2.9483	0.88162	0.99999	31	16.076	9.1043e-08	2.4192e-06
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS"	20	-6.6175	0.99833	1	6.6175	0.0018571	0.010607	8.2559	0.24727	0.44087	4	2.4193	0.64443	0.9993	16	8.0207	0.037907	0.14789
"KEGG_ABC_TRANSPORTERS"	43	4.9094	0.17653	0.49256	-2.2056	0.48862	1	13.546	0.030404	0.10778	24	12.408	0.031961	0.17724	19	6.4331	0.25737	0.6365
"KEGG_RIBOSOME"	83	-2.6326	0.98817	1	2.6326	0.014046	0.065314	3.0229	1	1	38	-0.077102	0.99999	0.99999	45	4.1762	0.98536	0.99792
"KEGG_RNA_DEGRADATION"	54	-2.3938	0.96671	1	2.3938	0.037786	0.13781	6.304	0.98064	1	24	2.7955	0.99279	0.99999	30	5.9574	0.61336	0.8773
"KEGG_RNA_POLYMERASE"	29	-4.4192	0.99391	1	4.4192	0.0073992	0.037439	7.6278	0.56584	0.7639	10	3.2781	0.81437	0.99999	19	7.0455	0.16098	0.47924
"KEGG_BASAL_TRANSCRIPTION_FACTORS"	30	-1.2755	0.8918	1	1.2755	0.11747	0.37126	5.1089	0.91066	0.98478	15	2.4161	0.96249	0.99999	15	4.809	0.47648	0.80558
"KEGG_DNA_REPLICATION"	36	-1.4142	0.89236	1	1.4142	0.11777	0.37126	4.9276	0.95779	1	19	1.4863	0.99477	0.99999	17	5.5995	0.35367	0.73996
"KEGG_SPLICEOSOME"	119	-1.5001	0.97144	1	1.507	0.036575	0.13606	6.0143	1	1	53	3.6779	0.99985	0.99999	66	4.78	0.99812	0.99812
"KEGG_PROTEASOME"	39	-5.2196	0.99776	1	5.2196	0.0023832	0.013038	4.9574	0.9803	1	11	1.3006	0.96826	0.99999	28	5.0355	0.78501	0.93164
"KEGG_PROTEIN_EXPORT"	20	-5.3166	0.99323	1	5.3166	0.0074476	0.037439	4.626	0.83639	0.98478	6	-0.54285	0.9766	0.99999	14	5.8845	0.23678	0.61169
"KEGG_PPAR_SIGNALING_PATHWAY"	65	-5.9072	0.99925	1	6.0204	0.00077029	0.005117	16.602	0.014913	0.063043	27	8.0181	0.63643	0.9993	38	14.955	1.7451e-05	0.00024968
"KEGG_BASE_EXCISION_REPAIR"	33	-3.4348	0.98093	1	3.4348	0.02261	0.092222	7.6305	0.6597	0.84624	14	3.2367	0.92116	0.99999	19	7.2778	0.13156	0.40785
"KEGG_NUCLEOTIDE_EXCISION_REPAIR"	43	-3.1091	0.98227	1	3.1091	0.020724	0.091777	5.8631	0.95898	1	21	1.2615	0.99727	0.99999	22	6.9644	0.22865	0.59899
"KEGG_MISMATCH_REPAIR"	23	-0.7513	0.83677	1	0.7513	0.17663	0.51567	4.3963	0.89279	0.98478	13	1.9116	0.95423	0.99999	10	4.4878	0.36101	0.73996
"KEGG_HOMOLOGOUS_RECOMBINATION"	25	-0.63098	0.82703	1	0.63098	0.18853	0.5336	1.0761	0.99848	1	14	-0.22712	0.99832	0.99999	11	1.8785	0.88098	0.9931
"KEGG_NON_HOMOLOGOUS_END_JOINING"	10	-0.96559	0.76974	1	0.96559	0.23646	0.6283	4.0724	0.6213	0.81382	4	2.7256	0.59508	0.9993	6	3.032	0.49634	0.80603
"KEGG_MAPK_SIGNALING_PATHWAY"	238	17.278	4.7889e-06	7.4228e-05	-16.929	0.99999	1	25.693	0.087446	0.2198	153	25.943	0.02568	0.1516	85	8.1859	0.94173	0.99792
"KEGG_ERBB_SIGNALING_PATHWAY"	84	4.6086	0.31158	0.7336	-4.6086	0.7182	1	15.451	0.20016	0.40276	47	13.223	0.25873	0.70667	37	8.3769	0.29658	0.6873
"KEGG_CALCIUM_SIGNALING_PATHWAY"	157	9.7778	0.017583	0.081559	-9.7426	0.98569	1	20.819	0.1479	0.31988	95	19.36	0.12002	0.45208	62	9.1646	0.55756	0.83755
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	205	26.444	1.5543e-15	7.2276e-14	-25.547	1	1	33.572	3.5169e-09	1.3083e-07	148	34.261	8.8444e-09	4.0463e-07	57	8.4596	0.63913	0.8811
"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	164	13.555	0.00055537	0.0044912	-13.143	0.99937	1	19.798	0.34879	0.57411	103	20.588	0.095726	0.40761	61	5.7085	0.98159	0.99792
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM"	70	5.2386	0.23445	0.60566	-5.2386	0.79029	1	11.371	0.66711	0.84988	42	10.768	0.55577	0.9993	28	4.7908	0.82183	0.96138
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	199	6.2108	0.33538	0.75157	-6.2108	0.71165	1	19.718	0.69224	0.87589	106	18.115	0.42402	0.91211	93	9.5038	0.87031	0.98706
"KEGG_CELL_CYCLE"	122	12.16	0.0012662	0.0087224	-11.966	0.99892	1	16.754	0.43013	0.66923	89	15.596	0.59128	0.9993	33	6.6008	0.55836	0.83755
"KEGG_OOCYTE_MEIOSIS"	102	3.8601	0.46334	0.91682	-3.8601	0.57553	1	15.134	0.4605	0.69075	65	10.989	0.88279	0.99999	37	10.563	0.038165	0.14789
"KEGG_P53_SIGNALING_PATHWAY"	64	12.879	0.00015455	0.0014373	-12.66	0.99982	1	17.028	0.0095299	0.047907	44	17.974	0.0021276	0.025957	20	3.8001	0.83175	0.96228
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS"	131	2.3911	0.74611	1	-2.3488	0.28552	0.71765	13.59	0.94504	1	69	10.726	0.93056	0.99999	62	8.4388	0.70547	0.89875
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT"	37	1.9108	0.53547	0.99597	-1.9108	0.48664	1	8.2005	0.62596	0.81418	16	8.3416	0.26395	0.71035	21	3.6039	0.85024	0.9762
"KEGG_REGULATION_OF_AUTOPHAGY"	20	0.48081	0.65284	1	-0.48081	0.36098	0.87198	5.1499	0.77026	0.95075	9	4.2221	0.65487	0.9993	11	3.1251	0.69113	0.89875
"KEGG_LYSOSOME"	116	8.9539	0.023596	0.095408	-8.8816	0.98046	1	11.899	0.97129	1	75	12.307	0.84987	0.99999	41	3.3697	0.99369	0.99812
"KEGG_ENDOCYTOSIS"	168	10.004	0.020589	0.089059	-9.9642	0.98464	1	20.688	0.23975	0.44087	101	19.324	0.19307	0.57922	67	9.0324	0.67318	0.89875
"KEGG_PEROXISOME"	76	-15.954	1	1	15.954	2.4365e-12	2.2659e-10	19.164	0.0017881	0.011363	15	5.1524	0.7398	0.9993	61	18.836	5.8029e-08	1.8771e-06
"KEGG_MTOR_SIGNALING_PATHWAY"	48	1.9047	0.59279	1	-1.9047	0.43221	0.96858	8.2034	0.82518	0.98478	30	5.7139	0.94503	0.99999	18	6.0196	0.29931	0.6873
"KEGG_APOPTOSIS"	81	9.5127	0.0091226	0.049906	-9.2426	0.99066	1	15.807	0.12177	0.28312	51	15.799	0.072724	0.33271	30	5.3748	0.72825	0.90303
"KEGG_CARDIAC_MUSCLE_CONTRACTION"	61	6.3856	0.098569	0.3161	-6.387	0.91515	1	11.689	0.47825	0.70599	36	11.462	0.31788	0.75549	25	4.5056	0.80053	0.94239
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	105	5.4392	0.2474	0.63036	-5.4392	0.78145	1	17.723	0.11306	0.2696	60	14.814	0.27549	0.71079	45	9.9665	0.15671	0.47783
"KEGG_WNT_SIGNALING_PATHWAY"	140	11.713	0.0023701	0.014694	-11.334	0.99744	1	20.962	0.050791	0.15305	85	20.751	0.019439	0.12705	55	7.6476	0.77888	0.93164
"KEGG_DORSO_VENTRAL_AXIS_FORMATION"	23	3.4668	0.26362	0.65378	-3.4668	0.75441	1	6.8051	0.55283	0.75608	16	5.7232	0.67883	0.9993	7	3.6826	0.38997	0.76092
"KEGG_NOTCH_SIGNALING_PATHWAY"	45	4.9335	0.17743	0.49256	-4.9335	0.83868	1	9.5318	0.58384	0.77135	28	8.6726	0.58589	0.9993	17	4.3778	0.6226	0.8773
"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	52	6.4327	0.073521	0.2442	-6.3947	0.93461	1	16.231	0.0043499	0.02427	31	14.605	0.011788	0.093792	21	7.7966	0.10478	0.3419
"KEGG_TGF_BETA_SIGNALING_PATHWAY"	81	13.562	5.9149e-05	0.0006876	-12.512	0.99982	1	17.94	0.014209	0.061512	55	18.43	0.0082924	0.079869	26	4.8599	0.7788	0.93164
"KEGG_AXON_GUIDANCE"	120	16.075	5.6317e-06	8.0577e-05	-15.943	1	1	22.707	0.0015167	0.010449	82	22.974	0.001232	0.018788	38	6.6023	0.69487	0.89875
"KEGG_VEGF_SIGNALING_PATHWAY"	68	4.1186	0.32508	0.73864	-4.0985	0.69805	1	11.481	0.63155	0.81575	41	9.5548	0.72791	0.9993	27	6.4456	0.47067	0.80558
"KEGG_FOCAL_ADHESION"	188	32.582	0	0	-30.077	1	1	41.018	0	0	135	42.748	0	0	53	9.0272	0.4356	0.8022
"KEGG_ECM_RECEPTOR_INTERACTION"	80	31.707	0	0	-28.306	1	1	38.408	0	0	62	39.304	0	0	18	8.0265	0.047644	0.17724
"KEGG_CELL_ADHESION_MOLECULES_CAMS"	121	16.426	1.4373e-06	2.6734e-05	-16.171	1	1	24.115	0.00013153	0.0017475	86	23.174	0.0014815	0.020855	35	8.5113	0.2402	0.61202
"KEGG_ADHERENS_JUNCTION"	67	8.4299	0.017978	0.081559	-8.4303	0.98529	1	15.31	0.067788	0.18273	44	14.169	0.10808	0.43952	23	6.5321	0.33725	0.73798
"KEGG_TIGHT_JUNCTION"	118	9.4861	0.018923	0.083801	-9.2389	0.98111	1	18.369	0.12999	0.29216	73	17.164	0.14507	0.49344	45	7.8841	0.55502	0.83755
"KEGG_GAP_JUNCTION"	79	11.743	0.00079286	0.0061447	-11.576	0.99923	1	19.118	0.0018328	0.011363	52	18.432	0.0074918	0.079869	27	7.1228	0.33244	0.73612
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	67	2.1525	0.59352	1	-0.81616	0.25714	0.66048	21.231	1.1349e-05	0.00017591	27	18.948	1.0166e-05	0.00020672	40	11.91	0.0099431	0.051373
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"	60	3.329	0.42755	0.87389	-3.3193	0.60011	1	9.0896	0.85958	0.98478	37	7.0973	0.92531	0.99999	23	5.6792	0.51316	0.8158
"KEGG_RENIN_ANGIOTENSIN_SYSTEM"	15	0.9458	0.56334	1	-0.9458	0.45349	0.98118	8.9944	0.066049	0.18273	9	6.0618	0.36062	0.80256	6	6.7971	0.020299	0.089897
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"	80	7.3999	0.051888	0.17872	-7.2428	0.94962	1	14.531	0.26039	0.45265	52	12.759	0.45988	0.94247	28	7.1733	0.35417	0.73996
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY"	55	12.737	0.00012035	0.0012436	-12.587	0.99989	1	15.095	0.023184	0.089836	38	16.405	0.0082066	0.079869	17	2.6247	0.90307	0.99792
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY"	51	3.1323	0.41143	0.86961	-3.1323	0.61444	1	6.7575	0.95465	1	28	6.1874	0.89623	0.99999	23	3.2357	0.90835	0.99792
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"	36	1.1172	0.62589	1	-1.0127	0.38054	0.89596	8.9607	0.46771	0.69595	17	7.4324	0.44457	0.93514	19	5.3041	0.48941	0.80558
