"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"KEGG_TYROSINE_METABOLISM"	36	-2.3946	0.99977	1	2.3946	0.00022688	0.0070332	0.54987	0.062742	0.30542	11	-0.50864	0.58152	0.89526	25	0.99724	0.0098158	0.18602
"KEGG_PHENYLALANINE_METABOLISM"	15	-1.0886	0.95141	1	1.0886	0.048586	0.36148	0.50735	0.1314	0.40193	6	-0.66887	0.66458	0.89986	9	1.2011	0.02724	0.31666
"KEGG_TRYPTOPHAN_METABOLISM"	37	-2.0284	0.99898	1	2.0284	0.0010206	0.02373	0.068416	0.15248	0.40193	13	-0.7926	0.63636	0.89986	24	0.66829	0.033234	0.32534
"KEGG_BETA_ALANINE_METABOLISM"	22	-3.137	0.99998	1	3.137	2.0824e-05	0.0012911	0.16359	0.17992	0.42546	6	-1.7899	0.93327	1	16	1.2879	0.011001	0.18602
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM"	10	0.20416	0.56823	0.88076	-0.20416	0.43177	1	0.75149	0.11005	0.40136	6	0.28547	0.3118	0.72446	4	0.83858	0.092464	0.56907
"KEGG_SELENOAMINO_ACID_METABOLISM"	25	0.76333	0.45997	0.75711	-0.76333	0.54003	1	-0.64883	0.4371	0.66696	14	0.0054044	0.36495	0.72446	11	-0.98425	0.5568	0.98263
"KEGG_GLUTATHIONE_METABOLISM"	44	2.0347	0.098318	0.24874	-2.0347	0.90168	1	-0.58349	0.31309	0.57093	31	-0.54279	0.50739	0.86582	13	-0.23527	0.2481	0.86973
"KEGG_STARCH_AND_SUCROSE_METABOLISM"	38	0.38827	0.65697	0.95648	-0.38827	0.34303	1	-0.54092	0.30883	0.56874	24	-1.3307	0.7881	0.95437	14	0.85111	0.038324	0.33944
"KEGG_N_GLYCAN_BIOSYNTHESIS"	44	4.091	0.00024701	0.0024181	-4.091	0.99975	1	0.52228	0.056186	0.30542	37	0.67841	0.11114	0.44938	7	-0.25029	0.35463	0.89908
"KEGG_OTHER_GLYCAN_DEGRADATION"	15	0.41246	0.52211	0.8243	-0.41246	0.47789	1	0.22399	0.20324	0.45545	9	0.11538	0.35746	0.72446	6	0.21285	0.2231	0.81366
"KEGG_O_GLYCAN_BIOSYNTHESIS"	24	1.3635	0.2011	0.42028	-1.3635	0.7989	1	0.2619	0.14752	0.40193	13	1.3165	0.050855	0.2956	11	-1.0443	0.58094	0.98263
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	43	1.995	0.084781	0.21902	-1.995	0.91522	1	-0.49218	0.32962	0.59524	30	-0.42824	0.46096	0.83241	13	-0.2446	0.25113	0.86973
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION"	19	1.9603	0.06543	0.18244	-1.9603	0.93457	1	-0.56053	0.42578	0.66696	14	0.20721	0.29519	0.72446	5	-1.4394	0.83645	0.98263
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"	22	2.2511	0.036102	0.11578	-2.2511	0.9639	1	-1.1767	0.65958	0.84589	17	-0.20243	0.42767	0.8035	5	-2.0951	0.95021	0.98641
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE"	14	1.583	0.11072	0.26069	-1.583	0.88928	1	-0.029501	0.28246	0.54727	10	0.12717	0.34784	0.72446	4	-0.25626	0.40942	0.89908
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	24	2.8873	0.0061593	0.029375	-2.8873	0.99384	1	-0.3996	0.34259	0.60438	20	0.099497	0.30913	0.72446	4	-1.2013	0.7635	0.98263
"KEGG_GLYCEROLIPID_METABOLISM"	38	0.1669	0.74127	0.99191	-0.1669	0.25873	1	-1.6507	0.73555	0.90931	21	-1.188	0.74655	0.9524	17	-1.1476	0.5688	0.98263
"KEGG_INOSITOL_PHOSPHATE_METABOLISM"	51	1.381	0.28347	0.53258	-1.381	0.71653	1	-1.418	0.59797	0.79445	35	-1.7638	0.87537	0.99748	16	0.077157	0.13951	0.68287
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS"	23	1.415	0.18308	0.39142	-1.415	0.81692	1	0.42404	0.11901	0.40193	17	0.087744	0.32423	0.72446	6	0.68252	0.1118	0.63014
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	63	-0.20117	0.90636	1	0.20117	0.093638	0.60057	-2.4881	0.88061	0.97128	30	-1.9098	0.90391	1	33	-1.6168	0.63208	0.98263
"KEGG_ETHER_LIPID_METABOLISM"	25	0.26609	0.66835	0.95648	-0.26609	0.33165	1	-2.2632	0.9246	0.99388	11	-1.1429	0.79218	0.95437	14	-2.0113	0.88088	0.98263
"KEGG_ARACHIDONIC_ACID_METABOLISM"	51	1.7934	0.15381	0.34469	-1.7934	0.84619	1	-0.3835	0.2198	0.47357	30	0.39054	0.19135	0.56494	21	-1.0644	0.49224	0.95371
"KEGG_LINOLEIC_ACID_METABOLISM"	24	-1.7072	0.9941	1	1.7072	0.0059039	0.073208	0.92455	0.045513	0.27549	9	-0.26318	0.49829	0.85817	15	1.3733	0.008888	0.18602
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM"	14	0.86285	0.33503	0.59919	-0.86285	0.66497	1	-1.2954	0.74309	0.90931	8	-0.49846	0.57739	0.89526	6	-1.4031	0.78947	0.98263
"KEGG_SPHINGOLIPID_METABOLISM"	35	1.6856	0.15282	0.34469	-1.6856	0.84718	1	0.017623	0.14832	0.40193	23	0.50398	0.18347	0.56494	12	-0.66763	0.42366	0.89908
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES"	24	2.3505	0.027663	0.098949	-2.3505	0.97234	1	0.25102	0.14996	0.40193	16	1.1359	0.062775	0.32902	8	-1.1716	0.68178	0.98263
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES"	13	1.0767	0.23869	0.47672	-1.0767	0.76131	1	-1.0123	0.6431	0.83588	9	-0.6931	0.65751	0.89986	4	-0.78523	0.61823	0.98263
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES"	15	1.2825	0.19111	0.40395	-1.2825	0.80889	1	-1.0021	0.66398	0.84589	9	-0.073729	0.42664	0.8035	6	-1.4941	0.81402	0.98263
"KEGG_PYRUVATE_METABOLISM"	37	-0.21023	0.86044	1	0.21023	0.13956	0.665	-0.71156	0.39522	0.64483	20	-1.3229	0.79412	0.95437	17	0.38513	0.085302	0.54711
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM"	16	0.093889	0.6747	0.95648	-0.093889	0.3253	1	0.96469	0.051399	0.2897	6	1.8197	0.024828	0.18472	10	-0.18931	0.27042	0.89817
"KEGG_PROPANOATE_METABOLISM"	31	-1.968	0.99817	1	1.968	0.0018308	0.034053	0.14049	0.15476	0.40193	10	-0.51339	0.59259	0.89526	21	0.52496	0.047771	0.35541
"KEGG_BUTANOATE_METABOLISM"	33	-1.4917	0.99229	1	1.4917	0.0077055	0.084307	0.699	0.063015	0.30542	10	0.73356	0.16276	0.53299	23	0.35358	0.074437	0.49447
"KEGG_ONE_CARBON_POOL_BY_FOLATE"	17	0.76581	0.39123	0.67213	-0.76581	0.60877	1	0.079357	0.23362	0.47357	9	0.61803	0.19918	0.56997	8	-0.53983	0.43504	0.89908
"KEGG_RIBOFLAVIN_METABOLISM"	15	-0.6749	0.88817	1	0.6749	0.11183	0.64418	0.62703	0.10709	0.40136	9	-0.76282	0.68159	0.89986	6	1.9257	0.0077176	0.18602
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM"	22	-1.202	0.97619	1	1.202	0.023808	0.21087	0.19037	0.17305	0.41803	8	0.072078	0.36332	0.72446	14	0.18415	0.13938	0.68287
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS"	16	-0.37168	0.82992	1	0.37168	0.17008	0.74769	-0.47503	0.41723	0.66696	6	0.81201	0.15963	0.53299	10	-1.2298	0.68307	0.98263
"KEGG_FOLATE_BIOSYNTHESIS"	11	-0.57712	0.86207	1	0.57712	0.13793	0.665	-1.8247	0.90401	0.98909	5	-1.8365	0.93951	1	6	-0.79425	0.58489	0.98263
"KEGG_RETINOL_METABOLISM"	50	-2.4354	0.99985	1	2.4354	0.00015354	0.0057119	-0.39931	0.22298	0.47357	22	-2.3741	0.97095	1	28	1.5708	0.0014643	0.090787
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM"	31	0.14813	0.71798	0.97866	-0.14813	0.28202	1	-1.9457	0.85413	0.96796	18	-2.1245	0.94241	1	13	-0.50467	0.3428	0.89908
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS"	15	2.6003	0.011265	0.049886	-2.6003	0.98874	1	0.56246	0.11977	0.40193	11	1.3109	0.061876	0.32902	4	-1.0847	0.726	0.98263
"KEGG_LIMONENE_AND_PINENE_DEGRADATION"	9	-1.9457	0.99329	1	1.9457	0.0067077	0.077977	0.92097	0.082095	0.33933	3	-0.84231	0.74758	0.9524	6	1.7236	0.013005	0.19258
"KEGG_NITROGEN_METABOLISM"	21	0.33047	0.58632	0.88093	-0.33047	0.41368	1	-0.59357	0.43782	0.66696	10	0.26273	0.30031	0.72446	11	-1.0706	0.59143	0.98263
"KEGG_SULFUR_METABOLISM"	12	0.052331	0.67358	0.95648	-0.052331	0.32642	1	-1.4018	0.77257	0.93145	6	-0.768	0.69851	0.90224	6	-1.2145	0.73294	0.98263
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS"	40	1.965	0.099112	0.24874	-1.965	0.90089	1	0.28613	0.10051	0.38949	26	0.66806	0.13538	0.51391	14	-0.42676	0.32508	0.89908
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	55	-0.80848	0.96908	1	0.80848	0.03092	0.24166	0.77048	0.023428	0.20751	26	-0.12368	0.36613	0.72446	29	1.1782	0.0070213	0.18602
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450"	57	-1.7732	0.99881	1	1.7732	0.0011937	0.024669	1.3265	0.0078447	0.076795	26	-0.58741	0.54083	0.89526	31	2.3366	6.8392e-05	0.0063605
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES"	42	0.40128	0.67879	0.95648	-0.40128	0.32121	1	-0.50545	0.29459	0.55912	22	-0.087557	0.34758	0.72446	20	-0.64064	0.325	0.89908
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS"	20	1.1666	0.26077	0.50524	-1.1666	0.73923	1	0.41039	0.13499	0.40193	11	1.2083	0.07482	0.34791	9	-0.72402	0.5144	0.96644
"KEGG_ABC_TRANSPORTERS"	43	1.7767	0.12994	0.30212	-1.7767	0.87006	1	-0.057109	0.19543	0.44877	27	0.48962	0.16334	0.53299	16	-0.72966	0.39064	0.89908
"KEGG_RIBOSOME"	83	-5.1215	1	1	5.1215	5.8561e-12	1.0892e-09	2.8723	5.3742e-06	0.00047767	26	-0.078294	0.34988	0.72446	57	3.5189	1.8469e-08	3.4353e-06
"KEGG_RNA_DEGRADATION"	55	-1.4361	0.99481	1	1.4361	0.0051858	0.073208	-1.5843	0.63943	0.83588	21	-1.4377	0.81638	0.96717	34	-0.88508	0.31717	0.89908
"KEGG_RNA_POLYMERASE"	29	0.44047	0.58227	0.88093	-0.44047	0.41773	1	-0.95717	0.53292	0.75094	15	0.11993	0.33184	0.72446	14	-1.5017	0.74354	0.98263
"KEGG_BASAL_TRANSCRIPTION_FACTORS"	30	-0.47043	0.89639	1	0.47043	0.10361	0.62165	-0.11994	0.23077	0.47357	14	-0.33131	0.49076	0.85309	16	0.14568	0.12489	0.66371
"KEGG_DNA_REPLICATION"	36	1.1397	0.34209	0.60233	-1.1397	0.65791	1	0.14622	0.13158	0.40193	24	-0.40251	0.45691	0.83241	12	0.82249	0.041517	0.34078
"KEGG_SPLICEOSOME"	120	0.5268	0.82715	1	-0.5268	0.17285	0.74769	-2.6277	0.80296	0.94526	64	-2.2106	0.91223	1	56	-1.4833	0.36549	0.89908
"KEGG_PROTEASOME"	41	0.3174	0.71505	0.97866	-0.3174	0.28495	1	-3.5073	0.99041	1	21	-2.7562	0.98454	1	20	-2.1975	0.87306	0.98263
"KEGG_PROTEIN_EXPORT"	20	0.78581	0.40915	0.6856	-0.78581	0.59085	1	-2.405	0.95402	1	11	-1.121	0.78612	0.95437	9	-2.3459	0.95416	0.98641
"KEGG_PPAR_SIGNALING_PATHWAY"	67	0.76974	0.61593	0.91651	-0.76974	0.38407	1	-2.3631	0.83501	0.96795	32	-0.71713	0.54926	0.89526	35	-2.5838	0.87883	0.98263
"KEGG_BASE_EXCISION_REPAIR"	33	1.5015	0.16773	0.36702	-1.5015	0.83227	1	-0.78995	0.45295	0.67006	23	-0.95176	0.69183	0.89986	10	0.0084006	0.20661	0.81241
"KEGG_NUCLEOTIDE_EXCISION_REPAIR"	43	0.066004	0.79041	1	-0.066004	0.20959	0.83911	-1.2096	0.59749	0.79445	23	-0.86682	0.66245	0.89986	20	-0.8441	0.40309	0.89908
"KEGG_MISMATCH_REPAIR"	23	0.95818	0.34326	0.60233	-0.95818	0.65674	1	0.75965	0.066338	0.30542	14	0.54239	0.1952	0.56729	9	0.53791	0.106	0.61611
"KEGG_HOMOLOGOUS_RECOMBINATION"	25	0.72479	0.47648	0.77556	-0.72479	0.52352	1	-1.5777	0.77621	0.93145	17	-1.6102	0.87392	0.99748	8	-0.44171	0.39652	0.89908
"KEGG_NON_HOMOLOGOUS_END_JOINING"	11	-0.32251	0.79206	1	0.32251	0.20794	0.83911	2.3083	0.0022002	0.040924	5	1.4586	0.058782	0.32902	6	1.794	0.010885	0.18602
"KEGG_MAPK_SIGNALING_PATHWAY"	249	5.7958	1.1803e-05	0.00019958	-5.7958	0.99999	1	-2.7561	0.59316	0.79445	171	-1.0147	0.40528	0.78524	78	-3.4221	0.91659	0.98641
"KEGG_ERBB_SIGNALING_PATHWAY"	85	2.5957	0.05898	0.17413	-2.5957	0.94102	1	-1.6357	0.56722	0.78734	57	-1.0256	0.59993	0.89526	28	-1.3866	0.54245	0.98263
"KEGG_CALCIUM_SIGNALING_PATHWAY"	163	0.54377	0.87152	1	-0.54377	0.12848	0.64588	-4.7591	0.99606	1	90	-4.0541	0.99824	1	73	-2.6099	0.70194	0.98263
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	218	8.6971	3.6637e-15	6.8145e-13	-8.6971	1	1	1.0023	0.00022623	0.0084157	157	3.5702	1.5517e-06	9.6203e-05	61	-3.8328	0.97542	0.98641
"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	170	5.9413	1.2293e-06	2.5406e-05	-5.9413	1	1	-0.65895	0.070703	0.30583	117	1.5068	0.0060382	0.069261	53	-3.4189	0.96078	0.98641
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM"	70	0.8298	0.58728	0.88093	-0.8298	0.41272	1	-0.57071	0.21105	0.46732	44	-1.0017	0.64311	0.89986	26	0.36668	0.055337	0.38121
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	218	0.47217	0.94494	1	-0.47217	0.055064	0.39056	-5.3667	0.99801	1	109	-4.16	0.99853	1	109	-3.4297	0.82723	0.98263
"KEGG_CELL_CYCLE"	122	1.3502	0.49886	0.7999	-1.3502	0.50114	1	-1.3755	0.34652	0.60438	64	0.30964	0.15012	0.53299	58	-2.3202	0.70004	0.98263
"KEGG_OOCYTE_MEIOSIS"	104	1.1177	0.56298	0.87995	-1.1177	0.43702	1	-3.4696	0.96533	1	57	-1.4736	0.75335	0.95322	47	-3.5384	0.96751	0.98641
"KEGG_P53_SIGNALING_PATHWAY"	65	3.39	0.0043866	0.024894	-3.39	0.99561	1	1.522	0.0046031	0.061155	41	2.3719	0.0023818	0.034078	24	-0.59538	0.28628	0.89908
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS"	131	1.052	0.66906	0.95648	-1.052	0.33094	1	-2.6523	0.79217	0.94452	70	-1.1048	0.61698	0.8953	61	-2.7033	0.78946	0.98263
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT"	37	2.1718	0.061734	0.17941	-2.1718	0.93827	1	0.16897	0.13053	0.40193	26	0.44937	0.1863	0.56494	11	-0.38096	0.31767	0.89908
"KEGG_REGULATION_OF_AUTOPHAGY"	20	0.1264	0.68521	0.95827	-0.1264	0.31479	1	-1.7203	0.84305	0.96795	11	-1.3846	0.85219	0.98452	9	-1.0337	0.63731	0.98263
"KEGG_LYSOSOME"	117	3.7595	0.0046208	0.025279	-3.7595	0.99538	1	-0.092528	0.045915	0.27549	80	0.8861	0.048361	0.29017	37	-1.4675	0.51065	0.96644
"KEGG_ENDOCYTOSIS"	171	3.8636	0.0060173	0.029375	-3.8636	0.99398	1	-1.8406	0.39026	0.64238	113	-0.95102	0.47611	0.83544	58	-1.833	0.5023	0.96318
"KEGG_PEROXISOME"	76	-0.8535	0.97802	1	0.8535	0.021982	0.21087	-1.0294	0.35581	0.60716	35	-1.0728	0.68337	0.89986	41	-0.41028	0.11725	0.64144
"KEGG_MTOR_SIGNALING_PATHWAY"	48	-0.044237	0.83376	1	0.044237	0.16624	0.74769	-2.7309	0.94968	1	28	-2.802	0.98083	1	20	-0.91526	0.43154	0.89908
"KEGG_APOPTOSIS"	83	3.0818	0.019027	0.073729	-3.0818	0.98097	1	-1.3629	0.44464	0.66696	52	0.58496	0.10246	0.43311	31	-2.9877	0.95954	0.98641
"KEGG_CARDIAC_MUSCLE_CONTRACTION"	66	-0.12187	0.89671	1	0.12187	0.10329	0.62165	-3.0869	0.96016	1	34	-2.7559	0.9749	1	32	-1.5925	0.59398	0.98263
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	106	0.27211	0.87696	1	-0.27211	0.12304	0.64418	-3.4283	0.95341	1	58	-2.8513	0.9752	1	48	-1.9603	0.614	0.98263
"KEGG_WNT_SIGNALING_PATHWAY"	144	3.8825	0.0049696	0.025547	-3.8825	0.99503	1	-0.22564	0.050433	0.2897	90	1.4765	0.0111	0.10866	54	-2.2746	0.6959	0.98263
"KEGG_DORSO_VENTRAL_AXIS_FORMATION"	23	1.0875	0.29281	0.54462	-1.0875	0.70719	1	-1.3249	0.69388	0.87204	13	0.23791	0.2672	0.70998	10	-2.2806	0.94236	0.98641
"KEGG_NOTCH_SIGNALING_PATHWAY"	46	1.2006	0.35836	0.62294	-1.2006	0.64164	1	-0.48417	0.27748	0.54327	24	0.9988	0.06955	0.3317	22	-1.7433	0.74076	0.98263
"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	54	2.1148	0.1003	0.24874	-2.1148	0.8997	1	-0.59991	0.24368	0.48735	33	0.30918	0.20283	0.5716	21	-1.3496	0.60876	0.98263
"KEGG_TGF_BETA_SIGNALING_PATHWAY"	83	3.4237	0.007272	0.033815	-3.4237	0.99273	1	-0.75628	0.22671	0.47357	56	0.29827	0.16045	0.53299	27	-1.7555	0.71884	0.98263
"KEGG_AXON_GUIDANCE"	122	4.8392	8.3799e-05	0.00091687	-4.8392	0.99992	1	1.4534	0.00063071	0.014664	82	2.8203	0.00025902	0.0068824	40	-1.4997	0.48135	0.95178
"KEGG_VEGF_SIGNALING_PATHWAY"	69	3.4268	0.004411	0.024894	-3.4268	0.99559	1	-0.88733	0.34768	0.60438	49	0.39748	0.14772	0.53299	20	-2.2703	0.88792	0.98306
"KEGG_FOCAL_ADHESION"	192	7.3825	7.7386e-10	4.798e-08	-7.3825	1	1	1.7616	6.2135e-05	0.0028893	129	4.0755	3.7446e-07	3.4825e-05	63	-2.7565	0.81844	0.98263
"KEGG_ECM_RECEPTOR_INTERACTION"	83	7.379	9.4391e-12	8.7784e-10	-7.379	1	1	3.7624	5.8738e-08	1.0925e-05	59	5.8096	3.3932e-10	6.3114e-08	24	-2.1121	0.83177	0.98263
"KEGG_CELL_ADHESION_MOLECULES_CAMS"	123	5.3607	8.6913e-06	0.00016166	-5.3607	0.99999	1	1.0356	0.00243	0.04109	88	2.1142	0.0018128	0.033718	35	-1.411	0.48194	0.95178
"KEGG_ADHERENS_JUNCTION"	67	1.931	0.15728	0.34827	-1.931	0.84272	1	-0.0973	0.10817	0.40136	46	-0.58235	0.45629	0.83241	21	0.6881	0.033182	0.32534
"KEGG_TIGHT_JUNCTION"	120	2.9516	0.039972	0.12601	-2.9516	0.96003	1	-1.7064	0.48314	0.69662	81	-1.4201	0.67367	0.89986	39	-0.94657	0.27987	0.89908
"KEGG_GAP_JUNCTION"	83	1.4101	0.39388	0.67213	-1.4101	0.60612	1	-2.6426	0.87465	0.97128	50	-1.9555	0.88612	0.99889	33	-1.7839	0.69449	0.98263
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	67	-0.004072	0.87727	1	0.004072	0.12273	0.64418	-0.34383	0.15968	0.40193	31	0.097908	0.2846	0.72446	36	-0.55991	0.1962	0.81201
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"	61	5.4177	5.0678e-07	1.3466e-05	-5.4177	1	1	2.9697	7.7043e-06	0.00047767	44	3.9965	7.0974e-06	0.00033003	17	-0.80428	0.43155	0.89908
"KEGG_RENIN_ANGIOTENSIN_SYSTEM"	16	0.75327	0.39878	0.6743	-0.75327	0.60122	1	0.28465	0.16864	0.41803	9	0.4743	0.23963	0.64596	7	-0.10746	0.30303	0.89908
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"	81	3.7074	0.0027254	0.018105	-3.7074	0.99727	1	-0.86319	0.29378	0.55912	57	0.148	0.18995	0.56494	24	-1.8139	0.74576	0.98263
